Id,Obs,Mdl
19613,1,1
19614,1,0
19615,2,2
19616,1,1
19617,1,1
19618,3,3
19619,1,1
19620,1,1
19621,1,0
19622,1,0
19623,1,0
19624,1,1
19625,1,1
19626,1,2
19627,2,0
19628,1,1
19629,1,1
19630,1,1
19631,1,1
19632,2,2
19633,1,0
19634,1,1
19635,1,1
19636,1,1
19637,1,1
19638,1,0
19639,1,1
19640,2,2
19641,1,0
19642,1,1
19643,1,1
19644,1,1
19645,1,1
19646,5,4
19647,1,0
19648,2,4
19649,3,0
19650,1,0
19651,1,0
19652,4,0
19653,1,0
19654,1,0
19655,3,0
19656,1,1
19657,1,0
19658,1,1
19659,1,0
19660,1,0
19661,1,0
19662,1,1
19663,1,0
19664,2,1
19665,1,1
19666,1,1
19667,1,1
19668,1,0
19669,2,1
19670,1,0
19671,1,0
19672,1,0
19673,1,0
19674,1,0
19675,1,0
19676,1,0
19677,3,0
19678,1,1
19679,1,0
19680,1,0
19681,2,0
19682,1,0
19683,2,1
19684,4,4
19685,4,4
19686,2,0
19687,3,1
19688,1,0
19689,1,1
19690,1,0
19691,1,0
19692,1,0
19693,1,1
19694,1,1
19695,1,1
19696,1,1
19697,2,1
19698,2,1
19699,1,1
19700,1,1
19701,1,0
19702,2,2
19703,3,3
19704,1,0
19705,1,1
19706,1,0
19707,1,1
19708,2,2
19709,1,1
19710,1,1
19711,6,6
19712,1,0
19713,1,0
19714,4,2
19715,1,1
19716,1,1
19717,1,1
19718,1,1
19719,1,0
19720,1,0
19721,1,1
19722,1,0
19723,1,0
19724,1,0
19725,1,0
19726,1,1
19727,1,0
19728,1,0
19729,1,1
19730,1,1
19731,1,1
19732,1,0
19733,1,1
19734,1,1
19735,1,1
19736,1,1
19737,2,2
19738,1,1
19739,3,3
19740,1,1
19741,1,1
19742,1,0
19743,1,1
19744,1,0
19745,1,0
19746,1,0
19747,1,1
19748,1,0
19749,1,0
19750,1,0
19751,2,0
19752,2,1
19753,3,0
19754,2,2
19755,1,0
19756,1,1
19757,1,0
19758,7,5
19759,1,0
19760,2,1
19761,1,0
19762,16,13
19763,1,0
19764,2,2
19765,1,0
19766,22,15
19767,1,1
19768,1,1
19769,1,0
19770,1,0
19771,1,0
19772,1,0
19773,1,0
19774,3,2
19775,1,0
19776,2,0
19777,2,0
19778,1,0
19779,1,0
19780,3,2
19781,4,4
19782,1,1
19783,2,1
19784,1,0
19785,1,1
19786,3,3
19787,4,0
19788,3,2
19789,2,1
19790,1,0
19791,4,2
19792,1,0
19793,5,8
19794,1,1
19795,1,1
19796,2,1
19797,2,2
19798,1,1
19799,2,2
19800,1,1
19801,1,1
19802,1,1
19803,1,0
19804,2,3
19805,1,0
19806,1,0
19807,1,1
19808,1,0
19809,1,1
19810,2,0
19811,2,0
19812,4,4
19813,1,0
19814,1,1
19815,1,1
19816,2,1
19817,2,1
19818,1,1
19819,1,0
19820,1,0
19821,5,4
19822,9,5
19823,2,0
19824,1,0
19825,2,1
19826,2,3
19827,1,0
19828,1,0
19829,1,0
19830,2,0
19831,4,4
19832,17,17
19833,1,0
19834,1,0
19835,1,0
19836,2,1
19837,1,1
19838,1,0
19839,1,2
19840,1,0
19841,1,0
19842,2,0
19843,1,0
19844,1,1
19845,1,0
19846,2,2
19847,1,1
19848,1,0
19849,1,1
19850,1,0
19851,1,0
19852,2,2
19853,1,0
19854,1,1
19855,1,0
19856,1,1
19857,1,1
19858,3,3
19859,1,0
19860,1,0
19861,1,0
19862,1,0
19863,2,1
19864,1,1
19865,2,1
19866,1,1
19867,1,1
19868,3,2
19869,1,1
19870,1,1
19871,1,1
19872,1,0
19873,1,1
19874,1,1
19875,1,1
19876,1,1
19877,4,4
19878,1,0
19879,1,0
19880,1,0
19881,1,0
19882,1,0
19883,1,0
19884,2,1
19885,4,2
19886,1,0
19887,1,0
19888,1,1
19889,1,0
19890,1,1
19891,1,1
19892,1,0
19893,1,1
19894,1,1
19895,1,0
19896,1,0
19897,2,2
19898,1,1
19899,1,1
19900,1,1
19901,5,5
19902,1,0
19903,2,1
19904,1,0
19905,1,1
19906,2,2
19907,1,1
19908,1,0
19909,2,2
19910,1,0
19911,1,0
19912,4,4
19913,1,0
19914,1,1
19915,1,0
19916,2,0
19917,1,1
19918,2,2
19919,2,1
19920,1,0
19921,10,8
19922,2,1
19923,1,1
19924,1,0
19925,2,1
19926,6,7
19927,1,0
19928,2,2
19929,1,1
19930,1,0
19931,2,1
19932,1,0
19933,5,5
19934,2,2
19935,2,1
19936,4,1
19937,1,1
19938,1,0
19939,2,2
19940,1,1
19941,1,0
19942,1,1
19943,1,1
19944,1,0
19945,1,1
19946,1,1
19947,1,1
19948,1,0
19949,1,0
19950,1,1
19951,1,0
19952,2,1
19953,3,3
19954,4,3
19955,1,1
19956,1,1
19957,4,3
19958,2,0
19959,1,0
19960,1,1
19961,1,1
19962,1,0
19963,3,1
19964,1,0
19965,2,2
19966,1,0
19967,2,2
19968,1,1
19969,1,1
19970,1,1
19971,3,2
19972,3,3
19973,2,0
19974,2,0
19975,3,2
19976,1,1
19977,2,1
19978,1,0
19979,4,3
19980,1,0
19981,11,9
19982,1,0
19983,1,1
19984,1,1
19985,2,2
19986,1,0
19987,1,1
19988,1,1
19989,1,0
19990,1,0
19991,1,1
19992,4,3
19993,22,22
19994,7,7
19995,1,1
19996,1,0
19997,1,0
19998,1,1
19999,2,0
20000,1,1
20001,1,0
20002,4,0
20003,1,0
20004,1,0
20005,1,1
20006,1,1
20007,1,1
20008,5,4
20009,1,1
20010,1,0
20011,1,0
20012,1,0
20013,1,0
20014,1,0
20015,1,1
20016,1,1
20017,1,0
20018,1,0
20019,1,1
20020,1,0
20021,1,0
20022,1,1
20023,27,24
20024,1,1
20025,2,1
20026,2,0
20027,5,0
20028,2,2
20029,1,0
20030,4,1
20031,1,0
20032,1,0
20033,1,0
20034,2,2
20035,1,1
20036,2,0
20037,1,1
20038,1,1
20039,1,0
20040,1,0
20041,1,0
20042,2,1
20043,2,1
20044,1,0
20045,1,1
20046,1,0
20047,1,0
20048,1,1
20049,1,1
20050,2,1
20051,1,0
20052,1,1
20053,1,0
20054,1,1
20055,1,0
20056,1,1
20057,1,1
20058,1,0
20059,1,0
20060,1,1
20061,1,0
20062,1,0
20063,1,1
20064,1,0
20065,1,0
20066,1,1
20067,1,1
20068,1,0
20069,1,1
20070,1,1
20071,1,0
20072,1,1
20073,1,1
20074,2,2
20075,1,1
20076,1,0
20077,1,1
20078,1,1
20079,1,1
20080,1,1
20081,1,0
20082,1,0
20083,1,0
20084,3,3
20085,1,1
20086,1,0
20087,1,0
20088,1,1
20089,1,1
20090,1,1
20091,1,1
20092,1,1
20093,1,0
20094,1,1
20095,1,0
20096,2,1
20097,2,1
20098,1,1
20099,1,0
20100,2,2
20101,1,0
20102,2,2
20103,2,2
20104,2,2
20105,2,0
20106,1,1
20107,2,2
20108,1,0
20109,1,0
20110,1,1
20111,1,1
20112,1,0
20113,1,1
20114,1,1
20115,2,0
20116,3,2
20117,1,1
20118,1,0
20119,1,1
20120,2,0
20121,1,1
20122,3,2
20123,1,1
20124,1,0
20125,1,1
20126,1,0
20127,1,1
20128,1,1
20129,1,0
20130,1,0
20131,3,3
20132,1,0
20133,1,0
20134,1,1
20135,6,6
20136,2,0
20137,2,0
20138,2,0
20139,1,0
20140,1,1
20141,1,1
20142,1,1
20143,3,3
20144,1,0
20145,1,1
20146,1,1
20147,4,4
20148,1,0
20149,1,0
20150,1,0
20151,1,0
20152,1,2
20153,1,0
20154,1,1
20155,1,1
20156,1,1
20157,4,2
20158,4,2
20159,2,2
20160,1,0
20161,2,0
20162,1,1
20163,1,1
20164,1,1
20165,1,0
20166,10,8
20167,1,0
20168,3,3
20169,2,0
20170,1,0
20171,1,1
20172,2,0
20173,2,2
20174,1,1
20175,3,1
20176,1,0
20177,1,0
20178,3,3
20179,5,5
20180,1,1
20181,1,1
20182,1,0
20183,3,0
20184,1,1
20185,1,1
20186,1,1
20187,1,0
20188,1,0
20189,1,0
20190,2,1
20191,1,0
20192,2,1
20193,9,10
20194,1,1
20195,1,0
20196,2,0
20197,3,2
20198,1,1
20199,1,1
20200,1,1
20201,1,1
20202,1,1
20203,1,1
20204,1,0
20205,1,1
20206,1,1
20207,1,1
20208,3,3
20209,4,4
20210,1,1
20211,1,2
20212,3,2
20213,1,0
20214,1,0
20215,9,8
20216,2,2
20217,1,1
20218,1,0
20219,1,1
20220,2,1
20221,1,1
20222,1,1
20223,1,0
20224,1,0
20225,1,1
20226,1,0
20227,1,0
20228,1,0
20229,3,3
20230,1,1
20231,1,0
20232,4,4
20233,3,1
20234,1,1
20235,1,0
20236,1,0
20237,2,0
20238,3,0
20239,1,0
20240,1,0
20241,1,0
20242,1,0
20243,1,1
20244,2,2
20245,1,0
20246,1,0
20247,1,0
20248,1,0
20249,1,0
20250,1,1
20251,1,1
20252,1,1
20253,1,1
20254,3,2
20255,1,1
20256,1,0
20257,1,1
20258,1,1
20259,1,0
20260,1,0
20261,1,0
20262,1,0
20263,1,0
20264,2,2
20265,2,1
20266,1,1
20267,1,0
20268,1,0
20269,1,0
20270,1,0
20271,1,0
20272,1,1
20273,1,0
20274,4,3
20275,1,0
20276,1,1
20277,1,0
20278,1,1
20279,1,0
20280,1,1
20281,1,1
20282,1,0
20283,1,0
20284,1,1
20285,1,1
20286,1,0
20287,1,0
20288,1,0
20289,1,1
20290,1,0
20291,2,2
20292,1,1
20293,1,0
20294,1,1
20295,5,5
20296,1,1
20297,1,0
20298,1,1
20299,1,0
20300,2,0
20301,1,0
20302,1,1
20303,1,0
20304,10,10
20305,2,0
20306,1,0
20307,1,1
20308,1,1
20309,8,6
20310,1,0
20311,1,1
20312,4,0
20313,1,1
20314,1,1
20315,4,3
20316,2,2
20317,2,0
20318,2,2
20319,1,0
20320,1,0
20321,1,1
20322,2,0
20323,1,0
20324,1,1
20325,3,2
20326,1,1
20327,1,1
20328,1,2
20329,1,1
20330,1,0
20331,1,0
20332,1,1
20333,1,0
20334,1,1
20335,2,1
20336,1,1
20337,1,1
20338,2,2
20339,2,2
20340,1,1
20341,1,0
20342,3,1
20343,1,0
20344,1,0
20345,1,1
20346,1,0
20347,1,0
20348,1,1
20349,1,1
20350,2,0
20351,1,0
20352,4,3
20353,1,1
20354,1,1
20355,1,0
20356,1,0
20357,1,1
20358,5,5
20359,1,0
20360,2,0
20361,1,0
20362,1,0
20363,1,0
20364,1,0
20365,1,0
20366,1,1
20367,1,1
20368,1,1
20369,1,1
20370,2,2
20371,1,0
20372,1,0
20373,1,0
20374,2,2
20375,1,0
20376,1,0
20377,1,0
20378,2,1
20379,2,0
20380,3,2
20381,1,0
20382,1,0
20383,2,0
20384,1,1
20385,2,2
20386,1,1
20387,1,1
20388,1,1
20389,1,1
20390,2,0
20391,1,0
20392,1,0
20393,7,5
20394,1,0
20395,1,2
20396,1,1
20397,1,1
20398,2,2
20399,1,1
20400,4,2
20401,1,0
20402,1,1
20403,1,1
20404,1,1
20405,1,0
20406,1,0
20407,1,0
20408,2,0
20409,5,7
20410,3,0
20411,1,1
20412,1,1
20413,1,1
20414,1,0
20415,1,1
20416,1,1
20417,1,0
20418,1,0
20419,1,0
20420,2,2
20421,3,1
20422,2,2
20423,1,1
20424,2,0
20425,1,2
20426,2,2
20427,1,0
20428,1,2
20429,2,1
20430,1,0
20431,1,0
20432,1,1
20433,1,1
20434,1,0
20435,2,2
20436,1,0
20437,2,0
20438,1,0
20439,1,0
20440,1,0
20441,1,1
20442,1,1
20443,1,0
20444,1,0
20445,5,5
20446,1,0
20447,1,0
20448,1,0
20449,1,0
20450,1,0
20451,1,0
20452,2,2
20453,2,0
20454,1,0
20455,1,1
20456,4,4
20457,1,1
20458,1,1
20459,2,1
20460,2,2
20461,1,0
20462,1,1
20463,1,0
20464,1,0
20465,1,0
20466,1,1
20467,1,1
20468,1,1
20469,1,0
20470,1,1
20471,1,0
20472,1,0
20473,1,1
20474,1,1
20475,1,0
20476,1,1
20477,1,1
20478,1,1
20479,1,1
20480,1,0
20481,1,1
20482,1,1
20483,1,0
20484,1,0
20485,1,1
20486,1,1
20487,1,0
20488,1,1
20489,1,1
20490,1,0
20491,1,0
20492,2,2
20493,1,1
20494,1,0
20495,1,0
20496,2,2
20497,1,0
20498,1,0
20499,1,1
20500,1,1
20501,2,1
20502,2,2
20503,1,0
20504,1,0
20505,1,1
20506,1,0
20507,1,1
20508,1,1
20509,3,1
20510,1,1
20511,4,4
20512,1,1
20513,1,0
20514,1,0
20515,1,0
20516,3,2
20517,1,2
20518,3,3
20519,1,1
20520,1,0
20521,8,3
20522,1,2
20523,4,0
20524,1,0
20525,2,0
20526,1,0
20527,2,0
20528,2,0
20529,4,0
20530,2,0
20531,1,0
20532,4,4
20533,2,2
20534,1,0
20535,2,1
20536,2,1
20537,2,2
20538,4,3
20539,4,2
20540,3,2
20541,1,0
20542,2,0
20543,3,3
20544,1,0
20545,1,1
20546,1,0
20547,5,5
20548,1,1
20549,1,1
20550,1,0
20551,1,1
20552,1,0
20553,1,1
20554,3,2
20555,1,0
20556,1,2
20557,1,1
20558,1,1
20559,1,1
20560,1,0
20561,1,0
20562,1,0
20563,2,1
20564,1,1
20565,1,0
20566,1,0
20567,1,1
20568,1,0
20569,3,2
20570,1,0
20571,1,1
20572,1,1
20573,2,2
20574,1,1
20575,1,0
20576,1,1
20577,2,1
20578,2,1
20579,1,0
20580,1,1
20581,1,1
20582,3,3
20583,7,7
20584,2,1
20585,1,0
20586,1,1
20587,1,1
20588,1,0
20589,1,1
20590,1,1
20591,6,5
20592,2,2
20593,1,0
20594,1,1
20595,5,5
20596,1,1
20597,1,1
20598,1,0
20599,1,0
20600,1,0
20601,2,0
20602,3,0
20603,1,0
20604,3,2
20605,1,0
20606,1,1
20607,1,1
20608,1,1
20609,1,1
20610,1,1
20611,1,0
20612,3,2
20613,1,1
20614,1,1
20615,4,1
20616,2,2
20617,1,0
20618,1,0
20619,1,0
20620,3,4
20621,1,2
20622,1,0
20623,12,5
20624,1,0
20625,1,0
20626,1,0
20627,2,1
20628,1,1
20629,2,2
20630,58,28
20631,1,0
20632,1,0
20633,1,0
20634,1,0
20635,6,5
20636,1,0
20637,1,0
20638,10,9
20639,1,0
20640,1,0
20641,2,0
20642,1,1
20643,1,1
20644,1,1
20645,1,1
20646,1,0
20647,1,0
20648,1,0
20649,1,1
20650,2,0
20651,4,4
20652,1,0
20653,1,0
20654,2,0
20655,1,1
20656,1,1
20657,1,1
20658,1,1
20659,1,0
20660,1,0
20661,8,7
20662,1,0
20663,19,19
20664,4,4
20665,2,0
20666,16,17
20667,1,0
20668,1,1
20669,1,1
20670,2,0
20671,1,0
20672,1,0
20673,2,0
20674,1,0
20675,1,0
20676,1,0
20677,2,1
20678,1,1
20679,3,2
20680,1,0
20681,1,1
20682,1,1
20683,1,1
20684,1,0
20685,1,0
20686,1,1
20687,5,4
20688,1,3
20689,1,0
20690,1,0
20691,1,0
20692,1,0
20693,5,4
20694,1,1
20695,1,1
20696,1,0
20697,1,0
20698,1,1
20699,1,0
20700,1,0
20701,1,0
20702,1,0
20703,2,0
20704,1,0
20705,1,0
20706,1,1
20707,1,1
20708,1,0
20709,2,0
20710,3,3
20711,1,1
20712,1,0
20713,1,1
20714,1,0
20715,2,2
20716,3,3
20717,1,0
20718,1,0
20719,1,1
20720,1,0
20721,1,0
20722,1,1
20723,1,1
20724,1,1
20725,1,0
20726,1,1
20727,1,0
20728,1,0
20729,1,1
20730,2,1
20731,1,0
20732,1,1
20733,1,1
20734,1,0
20735,1,0
20736,1,1
20737,1,0
20738,1,0
20739,2,2
20740,3,2
20741,2,0
20742,1,1
20743,1,1
20744,3,3
20745,2,2
20746,1,1
20747,1,1
20748,1,0
20749,2,0
20750,2,0
20751,1,0
20752,1,0
20753,1,0
20754,2,1
20755,1,0
20756,1,0
20757,1,1
20758,1,1
20759,2,0
20760,1,0
20761,4,2
20762,2,0
20763,2,3
20764,1,0
20765,1,0
20766,4,0
20767,1,1
20768,2,1
20769,5,5
20770,1,1
20771,1,1
20772,1,1
20773,1,1
20774,1,1
20775,1,1
20776,2,0
20777,2,2
20778,1,0
20779,2,1
20780,1,0
20781,1,0
20782,1,1
20783,1,1
20784,1,1
20785,2,1
20786,1,1
20787,2,2
20788,1,1
20789,1,0
20790,1,0
20791,1,0
20792,1,1
20793,1,0
20794,2,0
20795,1,0
20796,1,0
20797,1,0
20798,1,0
20799,1,0
20800,2,1
20801,2,2
20802,1,1
20803,2,1
20804,1,0
20805,1,1
20806,1,0
20807,1,0
20808,1,0
20809,2,1
20810,2,1
20811,1,1
20812,1,0
20813,1,1
20814,1,0
20815,1,1
20816,1,1
20817,1,0
20818,1,1
20819,1,0
20820,1,0
20821,1,0
20822,1,0
20823,1,0
20824,1,0
20825,1,0
20826,1,1
20827,1,1
20828,8,7
20829,1,0
20830,1,1
20831,1,1
20832,1,0
20833,1,1
20834,1,1
20835,2,1
20836,2,2
20837,3,2
20838,1,0
20839,1,1
20840,1,0
20841,1,0
20842,3,2
20843,1,1
20844,1,0
20845,1,1
20846,1,0
20847,2,1
20848,1,1
20849,1,0
20850,1,1
20851,3,3
20852,1,1
20853,1,0
20854,1,0
20855,1,1
20856,1,1
20857,1,0
20858,1,0
20859,1,1
20860,1,1
20861,1,1
20862,1,0
20863,1,0
20864,1,1
20865,18,18
20866,2,2
20867,1,1
20868,1,0
20869,7,7
20870,1,1
20871,2,2
20872,12,11
20873,2,0
20874,1,0
20875,2,1
20876,1,0
20877,2,2
20878,3,3
20879,1,0
20880,2,1
20881,1,1
20882,1,0
20883,12,11
20884,3,4
20885,4,3
20886,1,0
20887,1,3
20888,4,2
20889,1,0
20890,1,1
20891,1,0
20892,1,1
20893,1,0
20894,1,0
20895,3,1
20896,1,1
20897,1,1
20898,1,0
20899,1,0
20900,1,1
20901,1,0
20902,1,1
20903,4,3
20904,1,1
20905,2,1
20906,1,1
20907,1,0
20908,1,1
20909,6,6
20910,5,4
20911,1,0
20912,1,0
20913,2,1
20914,1,0
20915,1,0
20916,3,2
20917,3,4
20918,2,2
20919,3,0
20920,2,0
20921,1,0
20922,1,1
20923,3,3
20924,1,0
20925,3,1
20926,1,1
20927,1,0
20928,2,2
20929,1,0
20930,1,1
20931,1,1
20932,1,0
20933,1,1
20934,1,0
20935,3,2
20936,2,2
20937,1,1
20938,1,1
20939,1,0
20940,1,0
20941,2,2
20942,1,1
20943,1,1
20944,1,0
20945,2,0
20946,1,0
20947,2,0
20948,1,0
20949,1,1
20950,1,0
20951,1,1
20952,1,1
20953,1,0
20954,1,1
20955,12,9
20956,2,0
20957,1,1
20958,1,1
20959,1,1
20960,1,1
20961,1,1
20962,1,1
20963,1,1
20964,1,0
20965,1,0
20966,1,0
20967,1,0
20968,3,3
20969,1,1
20970,2,2
20971,1,1
20972,1,1
20973,1,1
20974,1,1
20975,1,1
20976,1,0
20977,1,0
20978,1,0
20979,1,1
20980,2,0
20981,1,1
20982,1,0
20983,1,1
20984,1,1
20985,5,5
20986,1,1
20987,1,1
20988,1,1
20989,2,2
20990,3,2
20991,1,1
20992,1,1
20993,1,0
20994,1,0
20995,1,0
20996,1,0
20997,2,3
20998,1,0
20999,1,1
21000,1,1
21001,3,2
21002,1,2
21003,2,2
21004,1,0
21005,1,1
21006,1,1
21007,1,1
21008,2,2
21009,1,1
21010,1,1
21011,1,1
21012,1,1
21013,1,0
21014,1,1
21015,1,0
21016,1,1
21017,1,1
21018,1,1
21019,1,1
21020,1,1
21021,1,1
21022,1,1
21023,1,1
21024,1,0
21025,1,1
21026,1,0
21027,1,0
21028,1,1
21029,1,0
21030,1,0
21031,1,0
21032,1,1
21033,1,1
21034,1,1
21035,1,1
21036,1,1
21037,1,1
21038,1,1
21039,1,1
21040,1,0
21041,1,0
21042,1,1
21043,2,2
21044,1,1
21045,1,1
21046,2,0
21047,2,0
21048,1,1
21049,1,0
21050,1,1
21051,1,1
21052,1,1
21053,1,0
21054,2,0
21055,1,1
21056,1,0
21057,1,0
21058,1,0
21059,2,0
21060,1,1
21061,1,0
21062,1,1
21063,2,2
21064,1,1
21065,1,1
21066,1,1
21067,1,1
21068,1,1
21069,1,0
21070,1,1
21071,1,0
21072,1,0
21073,1,0
21074,1,1
21075,1,0
21076,3,0
21077,3,3
21078,5,4
21079,1,1
21080,3,0
21081,1,1
21082,1,1
21083,3,3
21084,8,8
21085,5,5
21086,1,1
21087,5,4
21088,2,1
21089,2,0
21090,2,0
21091,2,0
21092,2,2
21093,1,0
21094,2,2
21095,3,3
21096,2,0
21097,1,0
21098,1,1
21099,1,0
21100,2,2
21101,6,6
21102,2,2
21103,3,2
21104,1,1
21105,1,0
21106,2,0
21107,1,0
21108,1,1
21109,4,4
21110,1,1
21111,1,1
21112,3,0
21113,1,0
21114,1,1
21115,1,1
21116,1,0
21117,2,2
21118,1,0
21119,1,1
21120,2,1
21121,1,1
21122,2,1
21123,1,1
21124,1,1
21125,1,1
21126,1,1
21127,2,1
21128,7,8
21129,1,1
21130,1,1
21131,1,1
21132,1,0
21133,1,0
21134,1,1
21135,1,0
21136,1,1
21137,1,1
21138,1,1
21139,4,4
21140,1,0
21141,1,1
21142,1,1
21143,1,1
21144,1,0
21145,1,1
21146,4,4
21147,1,1
21148,3,0
21149,1,1
21150,1,1
21151,1,1
21152,1,1
21153,1,0
21154,1,0
21155,1,0
21156,2,1
21157,1,0
21158,6,6
21159,1,0
21160,1,1
21161,2,0
21162,1,0
21163,1,0
21164,1,1
21165,1,1
21166,2,2
21167,1,1
21168,1,0
21169,7,6
21170,2,2
21171,2,0
21172,1,0
21173,2,1
21174,1,1
21175,1,1
21176,3,3
21177,1,0
21178,2,1
21179,1,1
21180,1,0
21181,1,0
21182,1,0
21183,1,1
21184,1,0
21185,1,1
21186,1,1
21187,1,1
21188,1,1
21189,1,1
21190,1,1
21191,1,1
21192,1,1
21193,1,1
21194,2,2
21195,4,4
21196,1,1
21197,1,1
21198,1,1
21199,1,1
21200,2,2
21201,1,0
21202,1,1
21203,1,0
21204,1,1
21205,2,2
21206,1,1
21207,1,0
21208,1,0
21209,1,1
21210,1,0
21211,1,1
21212,1,1
21213,1,1
21214,1,1
21215,1,0
21216,2,0
21217,1,1
21218,1,1
21219,1,1
21220,1,1
21221,1,1
21222,1,1
21223,1,1
21224,1,1
21225,1,1
21226,2,2
21227,5,5
21228,1,0
21229,1,2
21230,1,0
21231,1,0
21232,2,1
21233,1,0
21234,1,0
21235,2,1
21236,1,0
21237,3,2
21238,3,2
21239,1,0
21240,1,1
21241,2,2
21242,4,3
21243,3,3
21244,1,0
21245,1,1
21246,6,3
21247,2,2
21248,2,2
21249,5,5
21250,3,3
21251,1,1
21252,5,5
21253,1,1
21254,2,1
21255,1,1
21256,1,0
21257,1,1
21258,1,1
21259,3,1
21260,2,2
21261,1,0
21262,1,0
21263,1,0
21264,1,1
21265,1,0
21266,1,0
21267,1,1
21268,1,0
21269,1,1
21270,1,1
21271,1,1
21272,1,1
21273,7,5
21274,20,20
21275,25,25
21276,1,1
21277,5,5
21278,1,0
21279,1,0
21280,1,0
21281,2,0
21282,11,11
21283,5,3
21284,1,0
21285,1,0
21286,1,0
21287,1,0
21288,2,0
21289,8,8
21290,5,4
21291,10,8
21292,1,0
21293,4,4
21294,1,1
21295,3,1
21296,4,4
21297,13,13
21298,2,0
21299,1,1
21300,2,2
21301,3,3
21302,2,2
21303,1,1
21304,3,3
21305,1,0
21306,4,2
21307,2,0
21308,1,1
21309,1,1
21310,1,1
21311,1,1
21312,1,0
21313,1,1
21314,1,1
21315,2,1
21316,1,0
21317,1,1
21318,1,1
21319,2,2
21320,4,2
21321,1,0
21322,2,0
21323,2,2
21324,3,3
21325,3,3
21326,8,7
21327,1,1
21328,2,2
21329,1,0
21330,1,1
21331,3,3
21332,1,1
21333,1,0
21334,1,1
21335,4,4
21336,1,0
21337,1,1
21338,3,3
21339,1,1
21340,1,1
21341,7,7
21342,1,1
21343,1,1
21344,1,1
21345,1,1
21346,1,0
21347,1,1
21348,1,0
21349,1,1
21350,1,1
21351,1,0
21352,1,0
21353,3,0
21354,1,1
21355,1,1
21356,1,1
21357,1,1
21358,1,0
21359,4,4
21360,1,0
21361,1,0
21362,1,1
21363,3,2
21364,1,0
21365,1,1
21366,1,0
21367,1,0
21368,1,0
21369,1,1
21370,1,1
21371,1,1
21372,2,1
21373,1,1
21374,1,1
21375,1,0
21376,1,0
21377,1,1
21378,1,1
21379,1,1
21380,1,1
21381,1,1
21382,1,1
21383,1,1
21384,1,1
21385,1,0
21386,2,1
21387,1,0
21388,2,2
21389,1,1
21390,12,12
21391,1,1
21392,3,0
21393,1,0
21394,1,0
21395,1,1
21396,1,1
21397,3,2
21398,2,2
21399,1,1
21400,1,1
21401,1,1
21402,1,1
21403,1,1
21404,1,0
21405,1,1
21406,1,1
21407,2,2
21408,1,1
21409,1,1
21410,1,0
21411,1,1
21412,1,0
21413,1,2
21414,3,1
21415,2,2
21416,2,3
21417,3,3
21418,1,0
21419,2,1
21420,1,0
21421,2,0
21422,1,2
21423,2,0
21424,2,2
21425,1,1
21426,1,1
21427,1,1
21428,1,1
21429,1,1
21430,1,0
21431,2,0
21432,1,0
21433,2,2
21434,1,1
21435,2,0
21436,1,1
21437,1,0
21438,1,1
21439,1,0
21440,1,0
21441,1,1
21442,1,0
21443,1,1
21444,1,1
21445,1,1
21446,1,0
21447,1,1
21448,2,0
21449,2,0
21450,2,0
21451,2,0
21452,7,7
21453,1,1
21454,1,1
21455,1,0
21456,2,2
21457,1,1
21458,1,1
21459,1,1
21460,1,1
21461,1,1
21462,1,0
21463,1,1
21464,1,0
21465,3,2
21466,1,1
21467,1,0
21468,1,1
21469,1,1
21470,1,1
21471,1,1
21472,1,1
21473,1,0
21474,1,1
21475,1,1
21476,1,1
21477,2,2
21478,3,3
21479,2,2
21480,1,0
21481,1,1
21482,1,1
21483,2,2
21484,1,0
21485,1,1
21486,2,1
21487,1,0
21488,1,0
21489,2,2
21490,1,0
21491,1,1
21492,1,0
21493,2,1
21494,1,1
21495,1,1
21496,1,0
21497,1,0
21498,1,0
21499,3,2
21500,4,4
21501,1,1
21502,2,1
21503,1,1
21504,2,2
21505,1,1
21506,1,0
21507,3,1
21508,1,1
21509,1,0
21510,1,0
21511,1,1
21512,1,1
21513,1,1
21514,1,1
21515,1,1
21516,1,1
21517,6,6
21518,1,1
21519,1,1
21520,1,0
21521,1,0
21522,2,2
21523,1,1
21524,1,1
21525,1,0
21526,1,0
21527,1,1
21528,1,0
21529,1,1
21530,1,1
21531,1,1
21532,1,1
21533,1,1
21534,1,1
21535,3,3
21536,1,1
21537,2,2
21538,1,1
21539,1,0
21540,1,1
21541,1,0
21542,1,1
21543,1,0
21544,3,2
21545,1,1
21546,1,0
21547,2,1
21548,3,3
21549,1,0
21550,2,0
21551,1,1
21552,2,0
21553,1,1
21554,1,1
21555,2,0
21556,1,0
21557,1,0
21558,1,0
21559,1,1
21560,1,1
21561,1,0
21562,1,1
21563,2,2
21564,1,0
21565,2,2
21566,1,1
21567,1,1
21568,1,1
21569,1,1
21570,1,1
21571,1,1
21572,1,1
21573,1,1
21574,1,1
21575,1,1
21576,1,1
21577,2,0
21578,2,2
21579,3,0
21580,3,3
21581,4,4
21582,1,1
21583,2,1
21584,1,0
21585,1,1
21586,1,0
21587,5,5
21588,1,0
21589,1,0
21590,2,0
21591,3,3
21592,1,0
21593,1,1
21594,2,1
21595,1,1
21596,1,1
21597,2,1
21598,3,5
21599,2,2
21600,1,0
21601,2,2
21602,1,1
21603,10,10
21604,2,0
21605,10,2
21606,2,0
21607,11,12
21608,2,2
21609,7,1
21610,1,1
