Id,Obs,Mdl
2135,1,2
2136,1,1
2137,1,0
2138,1,0
2139,1,1
2140,2,2
2141,1,1
2142,1,1
2143,1,1
2144,1,0
2145,1,1
2146,1,1
2147,1,0
2148,1,0
2149,1,1
2150,1,1
2151,1,1
2152,1,0
2153,1,0
2154,1,1
2155,1,0
2156,1,0
2157,1,0
2158,1,1
2159,1,0
2160,1,0
2161,1,1
2162,24,24
2163,3,2
2164,1,1
2165,1,0
2166,1,1
2167,1,1
2168,1,1
2169,1,1
2170,2,1
2171,1,0
2172,3,3
2173,1,0
2174,1,0
2175,2,2
2176,4,2
2177,2,2
2178,1,1
2179,1,0
2180,1,0
2181,2,2
2182,1,0
2183,1,1
2184,1,0
2185,1,2
2186,1,0
2187,2,1
2188,2,1
2189,2,0
2190,3,1
2191,1,3
2192,1,0
2193,1,0
2194,13,13
2195,1,0
2196,2,3
2197,2,1
2198,1,1
2199,1,1
2200,1,0
2201,1,1
2202,3,3
2203,1,0
2204,4,4
2205,3,2
2206,3,1
2207,1,0
2208,2,0
2209,2,2
2210,1,1
2211,1,1
2212,1,1
2213,1,1
2214,1,0
2215,1,1
2216,1,0
2217,3,3
2218,1,0
2219,1,0
2220,1,1
2221,1,0
2222,2,0
2223,1,1
2224,1,1
2225,1,1
2226,1,0
2227,2,0
2228,1,0
2229,2,0
2230,1,0
2231,2,0
2232,1,1
2233,2,1
2234,1,0
2235,1,1
2236,1,1
2237,1,0
2238,1,1
2239,1,1
2240,7,5
2241,2,2
2242,1,0
2243,1,0
2244,3,3
2245,1,1
2246,1,0
2247,1,1
2248,1,0
2249,1,0
2250,1,0
2251,1,2
2252,1,0
2253,1,1
2254,1,0
2255,1,0
2256,1,0
2257,1,1
2258,1,1
2259,1,1
2260,1,1
2261,1,0
2262,1,1
2263,1,0
2264,1,0
2265,1,0
2266,1,0
2267,1,0
2268,1,0
2269,1,1
2270,1,1
2271,1,0
2272,2,2
2273,1,2
2274,2,0
2275,1,1
2276,1,1
2277,2,1
2278,2,2
2279,1,0
2280,1,1
2281,1,0
2282,1,1
2283,1,0
2284,1,1
2285,1,0
2286,1,1
2287,1,1
2288,1,0
2289,4,4
2290,1,1
2291,1,1
2292,1,1
2293,1,0
2294,1,1
2295,1,1
2296,1,0
2297,1,0
2298,1,0
2299,2,0
2300,1,0
2301,1,0
2302,1,1
2303,1,1
2304,1,1
2305,4,4
2306,1,1
2307,1,0
2308,1,0
2309,1,1
2310,1,1
2311,1,1
2312,1,0
2313,1,1
2314,8,0
2315,14,14
2316,5,4
2317,3,3
2318,8,0
2319,3,0
2320,2,0
2321,1,0
2322,7,7
2323,1,1
2324,1,0
2325,2,1
2326,1,0
2327,1,1
2328,1,0
2329,4,1
2330,4,2
2331,3,4
2332,1,0
2333,1,0
2334,1,0
2335,1,0
2336,1,1
2337,1,1
2338,2,2
2339,1,1
2340,1,0
2341,1,0
2342,1,0
2343,1,1
2344,2,2
2345,1,0
2346,1,1
2347,1,0
2348,2,2
2349,1,1
2350,3,2
2351,1,0
2352,1,1
2353,3,0
2354,2,2
2355,2,1
2356,1,0
2357,2,2
2358,1,1
2359,1,1
2360,1,1
2361,1,1
2362,1,0
2363,2,1
2364,2,0
2365,2,0
2366,2,1
2367,2,0
2368,1,0
2369,1,1
2370,1,1
2371,2,2
2372,4,4
2373,2,1
2374,1,1
2375,1,1
2376,1,1
2377,1,1
2378,1,1
2379,1,1
2380,1,1
2381,1,0
2382,1,1
2383,1,1
2384,2,2
2385,1,0
2386,1,1
2387,4,4
2388,1,1
2389,3,3
2390,1,1
2391,1,1
2392,2,2
2393,1,1
2394,1,1
2395,1,1
2396,1,1
2397,1,1
2398,1,1
2399,1,1
2400,1,0
2401,1,1
2402,1,1
2403,1,1
2404,1,1
2405,1,0
2406,2,2
2407,1,1
2408,1,1
2409,1,1
2410,1,1
2411,1,1
2412,1,0
2413,1,1
2414,1,1
2415,1,1
2416,3,0
2417,2,0
2418,5,1
2419,1,1
2420,4,2
2421,2,0
2422,1,1
2423,2,2
2424,1,1
2425,2,0
2426,4,4
2427,1,0
2428,1,0
2429,5,5
2430,7,6
2431,2,2
2432,5,5
2433,2,1
2434,1,1
2435,1,1
2436,7,4
2437,3,0
2438,4,4
2439,2,2
2440,1,0
2441,2,2
2442,2,1
2443,1,0
2444,2,0
2445,2,2
2446,1,0
2447,1,1
2448,2,0
2449,2,2
2450,1,0
2451,2,1
2452,1,1
2453,4,4
2454,3,2
2455,2,0
2456,1,0
2457,1,0
2458,1,0
2459,2,1
2460,1,1
2461,3,3
2462,1,1
2463,1,1
2464,2,1
2465,1,1
2466,1,1
2467,2,1
2468,1,0
2469,1,2
2470,1,0
2471,1,0
2472,1,1
2473,1,1
2474,1,1
2475,1,1
2476,1,1
2477,1,0
2478,1,1
2479,1,1
2480,1,0
2481,1,1
2482,1,1
2483,1,0
2484,1,1
2485,2,0
2486,1,1
2487,1,0
2488,1,0
2489,1,1
2490,2,2
2491,1,0
2492,1,1
2493,1,1
2494,1,1
2495,1,1
2496,1,1
2497,1,1
2498,1,1
2499,1,1
2500,1,1
2501,1,1
2502,1,1
2503,1,0
2504,1,0
2505,2,1
2506,1,0
2507,1,0
2508,1,1
2509,2,2
2510,1,1
2511,1,1
2512,2,2
2513,1,0
2514,1,1
2515,1,0
2516,1,0
2517,1,1
2518,1,0
2519,1,0
2520,1,0
2521,1,1
2522,1,0
2523,2,2
2524,1,1
2525,3,2
2526,1,0
2527,5,4
2528,2,2
2529,2,0
2530,3,1
2531,1,0
2532,4,1
2533,1,0
2534,4,5
2535,1,1
2536,1,1
2537,1,0
2538,1,1
2539,3,3
2540,2,1
2541,1,1
2542,2,1
2543,4,2
2544,1,0
2545,1,0
2546,2,0
2547,1,3
2548,2,0
2549,1,0
2550,1,0
2551,11,10
2552,1,0
2553,4,5
2554,2,0
2555,2,1
2556,1,0
2557,1,0
2558,4,2
2559,1,0
2560,7,7
2561,8,1
2562,7,1
2563,3,3
2564,2,2
2565,4,0
2566,1,0
2567,4,4
2568,3,3
2569,2,2
2570,1,1
2571,1,1
2572,1,1
2573,2,0
2574,4,1
2575,3,3
2576,1,0
2577,8,7
2578,3,3
2579,5,6
2580,1,1
2581,1,0
2582,1,0
2583,4,2
2584,2,1
2585,1,1
2586,2,2
2587,1,1
2588,1,0
2589,1,1
2590,1,1
2591,2,2
2592,2,1
2593,1,0
2594,1,0
2595,2,0
2596,1,0
2597,1,0
2598,1,0
2599,2,2
2600,2,2
2601,2,0
2602,6,3
2603,7,7
2604,1,0
2605,1,1
2606,2,1
2607,4,4
2608,1,0
2609,2,4
2610,3,0
2611,1,0
2612,2,2
2613,1,1
2614,3,2
2615,3,3
2616,5,4
2617,1,1
2618,1,1
2619,1,1
2620,4,4
2621,3,2
2622,2,0
2623,2,3
2624,1,1
2625,5,5
2626,1,1
2627,16,14
2628,6,4
2629,3,3
2630,6,3
2631,3,0
2632,2,1
2633,1,0
2634,1,0
2635,1,1
2636,1,1
2637,1,1
2638,1,1
2639,1,1
2640,1,1
2641,1,0
2642,1,1
2643,1,1
2644,1,0
2645,1,1
2646,1,0
2647,1,1
2648,1,0
2649,1,0
2650,1,0
2651,1,1
2652,1,1
2653,1,1
2654,1,1
2655,1,0
2656,1,0
2657,1,1
2658,1,0
2659,1,0
2660,1,0
2661,1,0
2662,1,0
2663,2,1
2664,1,1
2665,1,0
2666,1,0
2667,1,0
2668,1,1
2669,1,1
2670,1,1
2671,1,1
2672,1,1
2673,1,1
2674,1,1
2675,1,0
2676,1,0
2677,1,1
2678,1,0
2679,1,0
2680,1,1
2681,1,0
2682,2,1
2683,1,0
2684,1,0
2685,1,0
2686,1,1
2687,2,2
2688,1,1
2689,1,1
2690,1,1
2691,1,0
2692,1,1
2693,1,0
2694,1,1
2695,1,1
2696,1,0
2697,1,1
2698,1,0
2699,1,0
2700,1,0
2701,1,0
2702,1,0
2703,3,3
2704,1,1
2705,1,1
2706,1,0
2707,1,0
2708,1,1
2709,1,1
2710,1,1
2711,1,1
2712,5,5
2713,1,1
2714,1,0
2715,1,1
2716,18,18
2717,5,5
2718,2,2
2719,5,3
2720,1,0
2721,1,1
2722,2,1
2723,2,2
2724,2,1
2725,2,2
2726,2,2
2727,1,1
2728,2,0
2729,3,2
2730,1,1
2731,1,1
2732,1,1
2733,1,1
2734,2,1
2735,6,6
2736,1,1
2737,1,0
2738,1,0
2739,1,1
2740,1,0
2741,1,0
2742,2,0
2743,2,0
2744,1,0
2745,1,1
2746,1,1
2747,1,1
2748,1,0
2749,1,1
2750,3,2
2751,1,0
2752,1,0
2753,2,2
2754,1,1
2755,1,0
2756,1,1
2757,1,1
2758,1,0
2759,1,1
2760,1,1
2761,1,1
2762,1,0
2763,1,1
2764,2,1
2765,2,2
2766,1,1
2767,1,1
2768,2,2
2769,1,0
2770,1,0
2771,1,0
2772,1,1
2773,2,0
2774,1,1
2775,1,1
2776,1,1
2777,1,0
2778,1,0
2779,1,1
2780,1,1
2781,1,1
2782,1,1
2783,1,1
2784,1,1
2785,2,2
2786,2,2
2787,1,1
2788,1,0
2789,1,1
2790,1,1
2791,1,1
2792,1,1
2793,1,1
2794,1,0
2795,1,1
2796,1,1
2797,1,1
2798,1,1
2799,1,0
2800,1,1
2801,1,1
2802,1,1
2803,1,1
2804,1,1
2805,1,1
2806,1,1
2807,1,1
2808,2,0
2809,1,1
2810,1,1
2811,1,0
2812,1,1
2813,1,0
2814,1,1
2815,1,0
2816,1,0
2817,1,1
2818,1,0
2819,1,0
2820,1,1
2821,1,1
2822,1,1
2823,1,1
2824,1,0
2825,1,1
2826,1,1
2827,1,1
2828,1,0
2829,3,2
2830,1,1
2831,1,0
2832,1,1
2833,1,1
2834,1,1
2835,1,0
2836,1,0
2837,1,0
2838,1,0
2839,1,1
2840,1,1
2841,1,1
2842,1,0
2843,1,1
2844,3,2
2845,1,1
2846,1,1
2847,1,1
2848,1,1
2849,2,1
2850,1,1
2851,1,0
2852,1,1
2853,1,1
2854,1,1
2855,1,1
2856,1,1
2857,1,0
2858,1,1
2859,1,1
2860,1,1
2861,3,3
2862,2,1
2863,4,2
2864,2,0
2865,1,1
2866,2,2
2867,2,0
2868,1,1
2869,1,1
2870,1,0
2871,1,1
2872,1,1
2873,1,1
2874,1,1
2875,1,1
2876,1,1
2877,1,1
2878,2,2
2879,2,0
2880,3,3
2881,1,1
2882,1,1
2883,1,1
2884,2,0
2885,1,1
2886,1,1
2887,1,0
2888,3,3
2889,1,1
2890,1,1
2891,1,1
2892,1,1
2893,1,1
2894,1,0
2895,1,1
2896,1,0
2897,1,1
2898,1,0
2899,1,1
2900,1,0
2901,1,1
2902,1,0
2903,1,0
2904,1,1
2905,2,2
2906,1,0
2907,2,1
2908,1,1
2909,1,0
2910,1,0
2911,1,1
2912,1,1
2913,1,1
2914,1,1
2915,2,2
2916,69,66
2917,14,9
2918,8,13
2919,3,2
2920,5,1
2921,1,0
2922,1,0
2923,1,0
2924,2,1
2925,2,1
2926,1,1
2927,3,3
2928,1,1
2929,3,1
2930,1,0
2931,3,5
2932,1,1
2933,1,0
2934,1,1
2935,4,4
2936,1,1
2937,2,0
2938,2,2
2939,1,0
2940,2,0
2941,2,2
2942,2,0
2943,1,0
2944,1,1
2945,1,1
2946,1,0
2947,1,1
2948,1,1
2949,2,2
2950,1,1
2951,1,1
2952,1,0
2953,1,1
2954,1,0
2955,4,4
2956,8,4
2957,2,1
2958,1,0
2959,1,1
2960,1,0
2961,1,0
2962,1,1
2963,1,1
2964,1,0
2965,5,5
2966,1,1
2967,1,0
2968,1,1
2969,1,0
2970,1,0
2971,1,1
2972,1,1
2973,1,0
2974,1,0
2975,1,1
2976,8,8
2977,1,1
2978,4,2
2979,1,1
2980,1,1
2981,1,1
2982,2,2
2983,1,1
2984,1,1
2985,1,1
2986,1,0
2987,1,1
2988,1,0
2989,1,1
2990,1,1
2991,2,2
2992,1,0
2993,1,2
2994,4,4
2995,1,1
2996,1,1
2997,1,1
2998,1,1
2999,1,1
3000,1,1
3001,1,1
3002,1,1
3003,1,0
3004,3,3
3005,1,1
3006,1,0
3007,1,0
3008,1,0
3009,1,1
3010,1,1
3011,1,1
3012,1,1
3013,1,1
3014,1,1
3015,1,1
3016,1,1
3017,1,1
3018,1,1
3019,1,1
3020,1,1
3021,1,1
3022,1,1
3023,1,1
3024,1,1
3025,1,1
3026,2,2
3027,2,2
3028,1,0
3029,1,1
3030,1,0
3031,1,1
3032,1,1
3033,1,0
3034,6,3
3035,1,1
3036,1,1
3037,6,2
3038,1,0
3039,4,3
3040,2,0
3041,1,1
3042,2,2
3043,2,2
3044,1,1
3045,2,1
3046,7,7
3047,1,0
3048,1,1
3049,8,8
3050,8,7
3051,2,2
3052,1,0
3053,1,1
3054,1,0
3055,1,0
3056,1,2
3057,1,1
3058,1,0
3059,2,2
3060,1,1
3061,1,0
3062,1,1
3063,2,1
3064,1,0
3065,1,1
3066,2,1
3067,3,2
3068,1,1
3069,1,0
3070,1,0
3071,1,0
3072,1,1
3073,1,1
3074,2,1
3075,1,1
3076,3,3
3077,3,3
3078,1,0
3079,1,0
3080,1,1
3081,3,3
3082,2,2
3083,3,3
3084,1,0
3085,1,1
3086,1,1
3087,1,0
3088,1,1
3089,1,1
3090,1,0
3091,1,1
3092,1,1
3093,1,1
3094,1,1
3095,1,1
3096,1,1
3097,1,1
3098,1,0
3099,1,1
3100,1,1
3101,1,1
3102,1,0
3103,1,1
3104,1,1
3105,1,1
3106,1,1
3107,2,1
3108,1,1
3109,1,0
3110,1,1
3111,1,1
3112,1,1
3113,2,2
3114,1,0
3115,1,1
3116,1,1
3117,1,0
3118,1,1
3119,1,1
3120,2,2
3121,1,1
3122,1,1
3123,1,1
3124,1,1
3125,1,1
3126,1,1
3127,1,1
3128,1,1
3129,1,1
3130,1,1
3131,2,2
3132,4,4
3133,1,1
3134,2,0
3135,4,4
3136,4,2
3137,1,1
3138,2,1
3139,4,4
3140,1,1
3141,1,0
3142,1,1
3143,1,1
3144,1,0
3145,1,1
3146,1,1
3147,1,1
3148,1,1
3149,1,1
3150,1,1
3151,3,3
3152,1,1
3153,1,1
3154,1,1
3155,1,1
3156,1,1
3157,1,0
3158,1,0
3159,1,0
3160,1,1
3161,1,1
3162,2,1
3163,1,1
3164,1,1
3165,1,1
3166,1,1
3167,1,1
3168,1,0
3169,1,1
3170,1,1
3171,1,1
3172,1,1
3173,1,0
3174,1,1
3175,2,0
3176,1,1
3177,1,1
3178,1,1
3179,1,0
3180,1,0
3181,1,1
3182,1,1
3183,1,0
3184,1,1
3185,1,1
3186,1,1
3187,1,1
3188,1,0
3189,1,0
3190,1,1
3191,1,1
3192,1,1
3193,1,1
3194,1,1
3195,1,1
3196,1,1
3197,1,1
3198,1,1
3199,1,1
3200,1,0
3201,1,1
3202,1,1
3203,1,1
3204,1,1
3205,2,1
3206,1,0
3207,1,1
3208,1,1
3209,1,1
3210,1,1
3211,1,1
3212,1,1
3213,1,1
3214,1,1
3215,1,1
3216,1,0
3217,1,1
3218,2,2
3219,1,1
3220,1,1
3221,1,1
3222,3,2
3223,1,0
3224,1,1
3225,1,1
3226,1,1
3227,1,1
3228,1,1
3229,1,1
3230,1,0
3231,1,0
3232,1,1
3233,1,1
3234,1,0
3235,1,0
3236,1,1
3237,10,5
3238,4,2
3239,2,1
3240,1,0
3241,1,0
3242,15,12
3243,2,0
3244,1,1
3245,1,1
3246,22,23
3247,10,9
3248,1,1
3249,1,1
3250,2,2
3251,1,0
3252,3,2
3253,1,0
3254,1,1
3255,1,0
3256,1,0
3257,1,0
3258,1,1
3259,1,0
3260,1,1
3261,1,0
3262,2,2
3263,1,1
3264,1,1
3265,2,2
3266,1,0
3267,1,1
3268,2,2
3269,2,2
3270,1,1
3271,1,1
3272,1,1
3273,1,1
3274,1,0
3275,1,2
3276,1,1
3277,1,0
3278,3,0
3279,5,4
3280,5,8
3281,6,0
3282,5,6
3283,10,5
3284,7,7
3285,2,2
3286,1,0
3287,1,0
3288,1,1
3289,1,1
3290,1,1
3291,1,1
3292,1,0
3293,1,0
3294,1,1
3295,1,0
3296,2,2
3297,1,0
3298,2,1
3299,1,0
3300,2,1
3301,1,0
3302,1,0
3303,1,0
3304,1,0
3305,1,0
3306,1,0
3307,1,1
3308,1,1
3309,1,1
3310,1,1
3311,2,1
3312,1,0
3313,1,1
3314,3,3
3315,1,1
3316,1,1
3317,1,0
3318,1,1
3319,1,1
3320,1,0
3321,1,1
3322,1,1
3323,1,1
3324,1,0
3325,1,1
3326,1,0
3327,1,0
3328,1,0
3329,1,1
3330,1,1
3331,1,0
3332,1,1
3333,1,1
3334,1,0
3335,1,1
3336,1,0
3337,1,1
3338,1,1
3339,1,1
3340,1,1
3341,1,0
3342,1,1
3343,4,2
3344,1,1
3345,1,1
3346,1,0
3347,1,0
3348,2,2
3349,1,1
3350,4,4
3351,1,1
3352,1,0
3353,1,1
3354,1,1
3355,3,3
3356,3,3
3357,1,0
3358,2,2
3359,1,1
3360,1,1
3361,1,1
3362,1,0
3363,1,0
3364,1,1
3365,1,1
3366,4,3
3367,1,1
3368,1,1
3369,1,1
3370,1,1
3371,1,1
3372,1,0
3373,1,1
3374,2,2
3375,1,0
3376,1,0
3377,1,1
3378,1,1
3379,1,1
3380,1,1
3381,1,1
3382,1,0
3383,1,0
3384,1,1
3385,1,1
3386,1,1
3387,1,1
3388,1,1
3389,1,1
3390,1,1
3391,1,1
3392,1,1
3393,1,1
3394,1,1
3395,2,2
3396,1,0
3397,1,1
3398,1,1
3399,1,1
3400,1,1
3401,1,1
3402,1,1
3403,1,0
3404,1,1
3405,1,1
3406,1,1
3407,1,1
3408,1,1
3409,1,1
3410,2,2
3411,2,1
3412,1,0
3413,1,0
3414,1,1
3415,1,1
3416,1,0
3417,1,0
3418,1,1
3419,1,1
3420,1,1
3421,1,1
3422,1,0
3423,1,1
3424,1,0
3425,1,0
3426,1,0
3427,1,1
3428,1,1
3429,1,1
3430,1,1
3431,1,1
3432,1,1
3433,1,1
3434,1,1
3435,2,2
3436,1,1
3437,1,1
3438,1,1
3439,1,1
3440,1,1
3441,1,1
3442,2,2
3443,1,1
3444,1,1
3445,1,1
3446,1,1
3447,1,1
3448,1,1
3449,1,1
3450,1,1
3451,1,1
3452,1,1
3453,1,1
3454,1,1
3455,1,1
3456,1,0
3457,1,1
3458,2,1
3459,1,1
3460,1,1
3461,1,1
3462,1,1
3463,1,0
3464,3,3
3465,1,1
3466,1,1
3467,1,1
3468,1,1
3469,1,0
3470,1,1
3471,1,0
3472,4,4
3473,1,1
3474,1,0
3475,2,1
3476,1,1
3477,2,2
3478,1,1
3479,1,1
3480,1,0
3481,2,0
3482,1,0
3483,1,1
3484,1,1
3485,1,1
3486,1,1
3487,1,1
3488,1,1
3489,2,2
3490,1,0
3491,1,0
3492,1,1
3493,1,1
3494,1,1
3495,1,1
3496,1,1
3497,1,1
3498,1,1
3499,1,0
3500,1,1
3501,1,1
3502,1,1
3503,1,1
3504,1,1
3505,1,1
3506,1,0
3507,1,0
3508,1,1
3509,2,1
3510,2,2
3511,1,0
3512,4,4
3513,1,1
3514,1,1
3515,1,1
3516,1,1
3517,1,1
3518,1,1
3519,1,1
3520,1,1
3521,1,1
3522,1,1
3523,1,1
3524,1,1
3525,1,1
3526,1,1
3527,1,1
3528,1,1
3529,1,1
3530,1,1
3531,1,0
3532,1,1
3533,2,1
3534,1,0
3535,1,1
3536,1,1
3537,2,2
3538,1,0
3539,1,1
3540,1,0
3541,1,1
3542,2,2
3543,1,1
3544,1,1
3545,1,1
3546,1,0
3547,1,1
3548,1,0
3549,1,0
3550,1,0
3551,1,1
3552,1,0
3553,1,1
3554,1,1
3555,1,1
3556,2,2
3557,1,1
3558,1,1
3559,1,1
3560,1,1
3561,1,1
3562,1,1
3563,1,1
3564,1,1
3565,1,1
3566,1,1
3567,1,1
3568,1,1
3569,1,1
3570,1,1
3571,1,1
3572,1,1
3573,1,1
3574,1,1
3575,2,2
3576,1,1
3577,1,1
3578,1,1
3579,2,2
3580,1,1
3581,1,0
3582,1,1
3583,1,1
3584,1,1
3585,1,0
3586,1,1
3587,1,0
3588,4,3
3589,2,2
3590,1,1
3591,1,1
3592,1,1
3593,1,1
3594,1,0
3595,1,0
3596,1,1
3597,1,1
3598,1,1
3599,1,1
3600,1,1
3601,1,1
3602,1,1
3603,2,1
3604,1,1
3605,2,1
3606,1,0
3607,1,1
3608,1,1
3609,1,0
3610,1,1
3611,3,3
3612,1,0
3613,1,1
3614,1,0
3615,2,2
3616,1,1
3617,1,1
3618,1,1
3619,2,0
3620,1,1
3621,1,0
3622,1,1
3623,1,1
3624,1,1
3625,4,0
3626,1,1
3627,1,0
3628,1,0
3629,2,2
3630,1,1
3631,1,1
3632,1,1
3633,1,1
3634,1,1
3635,1,0
3636,2,2
3637,1,1
3638,2,2
3639,1,1
3640,1,1
3641,1,1
3642,1,1
3643,1,1
3644,1,1
3645,1,1
3646,1,0
3647,1,1
3648,1,0
3649,1,0
3650,1,1
3651,1,1
3652,1,1
3653,1,0
3654,1,1
3655,1,1
3656,1,1
3657,1,0
3658,1,1
3659,1,1
3660,1,1
3661,1,1
3662,1,1
3663,2,2
3664,1,1
3665,1,1
3666,2,0
3667,1,1
3668,2,2
3669,3,1
3670,2,2
3671,2,2
3672,1,1
3673,1,1
3674,2,2
3675,1,1
3676,1,1
3677,1,1
3678,1,0
3679,1,0
3680,1,1
3681,1,1
3682,1,0
3683,1,0
3684,1,1
3685,1,0
3686,1,0
3687,1,1
3688,1,1
3689,1,1
3690,2,2
3691,2,2
3692,1,1
3693,2,2
3694,1,1
3695,1,1
3696,1,1
3697,1,1
3698,1,1
3699,2,2
3700,1,1
3701,1,1
3702,1,1
3703,4,4
3704,1,1
3705,1,1
3706,1,1
3707,1,1
3708,1,1
3709,1,1
3710,1,1
3711,1,1
3712,2,2
3713,1,1
3714,1,1
3715,1,1
3716,1,1
3717,1,1
3718,1,1
3719,1,1
3720,1,1
3721,1,1
3722,1,1
3723,1,1
3724,1,1
3725,3,3
3726,1,1
3727,1,0
3728,1,1
3729,1,1
3730,1,1
3731,1,1
3732,1,1
3733,2,1
3734,1,1
3735,1,1
3736,1,1
3737,1,1
3738,1,1
3739,1,1
3740,1,1
3741,1,1
3742,1,1
3743,1,1
3744,1,1
3745,1,1
3746,1,0
3747,1,1
3748,1,1
3749,1,0
3750,1,1
3751,1,1
3752,1,0
3753,1,1
3754,1,0
3755,1,1
3756,1,1
3757,1,0
3758,3,2
3759,1,0
3760,1,1
3761,1,1
3762,1,1
3763,1,1
3764,1,1
3765,1,1
3766,1,1
3767,1,1
3768,1,0
3769,1,0
3770,1,1
3771,1,1
3772,1,1
3773,1,0
3774,1,1
3775,1,1
3776,1,0
3777,1,1
3778,1,1
3779,1,0
3780,1,0
3781,1,1
3782,1,1
3783,6,4
3784,1,0
3785,1,1
3786,1,1
3787,1,1
3788,1,1
3789,1,0
3790,1,1
3791,1,1
3792,1,0
3793,1,0
3794,1,1
3795,4,3
3796,1,0
3797,1,1
3798,1,1
3799,1,1
3800,1,0
3801,1,0
3802,1,0
3803,1,0
3804,8,5
3805,1,0
3806,1,1
3807,1,0
3808,1,0
3809,1,0
3810,1,0
3811,1,1
3812,2,2
3813,1,1
3814,1,1
3815,2,2
3816,1,1
3817,1,1
3818,1,1
3819,1,1
3820,1,1
3821,1,1
3822,1,1
3823,1,0
3824,1,1
3825,1,0
3826,1,1
3827,1,1
3828,1,1
3829,1,1
3830,1,1
3831,1,0
3832,1,1
3833,1,1
3834,1,0
3835,1,0
3836,1,0
3837,1,1
3838,1,1
3839,1,1
3840,1,1
3841,1,1
3842,1,1
3843,1,1
3844,1,1
3845,1,1
3846,1,1
3847,1,1
3848,1,1
3849,1,1
3850,1,1
3851,1,1
3852,1,0
3853,1,1
3854,1,1
3855,1,1
3856,5,5
3857,1,1
3858,1,1
3859,1,0
3860,1,1
3861,1,1
3862,1,0
3863,1,1
3864,1,1
3865,1,1
3866,1,0
3867,1,1
3868,1,1
3869,1,1
3870,1,0
3871,1,0
3872,1,0
3873,1,0
3874,1,1
3875,1,1
3876,1,1
3877,1,1
3878,1,0
3879,1,1
3880,1,1
3881,2,2
3882,1,1
3883,1,1
3884,1,0
3885,1,0
3886,2,2
3887,1,1
3888,1,1
3889,1,1
3890,1,1
3891,1,1
3892,1,0
3893,1,1
3894,1,1
3895,1,1
3896,2,2
3897,1,1
3898,1,1
3899,1,1
3900,1,1
3901,1,0
3902,1,1
3903,1,1
3904,1,0
3905,1,0
3906,1,1
3907,1,0
3908,1,1
3909,1,1
3910,1,0
3911,1,1
3912,1,0
3913,1,1
3914,1,1
3915,1,0
3916,1,0
3917,1,0
3918,1,1
3919,1,1
3920,1,1
3921,1,1
3922,1,1
3923,1,1
3924,1,1
3925,1,1
3926,1,1
3927,1,0
3928,1,1
3929,1,1
3930,1,0
3931,1,1
3932,1,1
3933,1,0
3934,1,1
3935,2,2
3936,1,0
3937,1,1
3938,1,1
3939,1,1
3940,1,1
3941,1,0
3942,1,0
3943,2,0
3944,2,2
3945,1,1
3946,1,1
3947,1,1
3948,1,1
3949,1,1
3950,1,1
3951,1,1
3952,2,2
3953,2,2
3954,1,1
3955,1,1
3956,1,0
3957,1,1
3958,1,1
3959,1,0
3960,1,1
3961,1,1
3962,3,3
3963,1,0
3964,1,1
3965,1,1
3966,2,2
3967,1,1
3968,1,0
3969,1,0
3970,1,1
3971,4,4
3972,1,0
3973,1,0
3974,1,1
3975,1,1
3976,1,1
3977,1,0
3978,1,0
3979,1,1
3980,1,0
3981,1,0
3982,1,1
3983,1,1
3984,1,0
3985,1,0
3986,2,2
3987,2,2
3988,1,1
3989,1,1
3990,1,1
3991,2,2
3992,1,0
3993,1,1
3994,1,1
3995,1,0
3996,1,1
3997,1,1
3998,1,1
3999,1,1
4000,1,1
4001,1,0
4002,1,1
4003,1,1
4004,1,1
4005,1,0
4006,1,0
4007,11,11
4008,1,1
4009,1,0
4010,1,0
4011,2,0
4012,1,0
4013,1,1
4014,1,1
4015,1,0
4016,1,1
4017,1,1
4018,1,0
4019,1,1
4020,1,0
4021,1,1
4022,2,2
4023,1,1
4024,1,0
4025,1,0
4026,1,1
4027,1,0
4028,1,0
4029,1,1
4030,1,1
4031,1,1
4032,1,0
4033,1,0
4034,2,1
4035,1,0
4036,1,1
4037,2,0
4038,1,1
4039,1,1
4040,1,1
4041,2,2
4042,1,1
4043,1,1
4044,1,1
4045,1,1
4046,1,0
4047,1,1
4048,1,1
4049,1,0
4050,1,0
4051,1,1
4052,2,2
4053,1,0
4054,1,1
4055,1,1
4056,1,1
4057,1,1
4058,1,1
4059,1,1
4060,1,1
4061,1,1
4062,1,1
4063,1,0
4064,1,0
4065,2,2
4066,1,1
4067,1,1
4068,1,0
4069,1,0
4070,1,1
4071,1,0
4072,1,0
4073,2,2
4074,2,2
4075,1,1
4076,1,0
4077,1,0
4078,1,0
4079,1,1
4080,1,0
4081,1,1
4082,3,3
4083,2,1
4084,1,1
4085,1,0
4086,1,1
4087,1,1
4088,1,0
4089,1,0
4090,1,1
4091,1,2
4092,1,0
4093,2,2
4094,1,0
4095,1,1
4096,1,0
4097,1,0
4098,3,3
4099,1,1
4100,1,0
4101,1,1
4102,1,0
4103,1,1
4104,1,1
4105,1,1
4106,2,2
4107,1,1
4108,1,0
4109,1,1
4110,1,1
4111,1,1
4112,3,3
4113,1,1
4114,1,1
4115,1,1
4116,1,1
4117,1,1
4118,1,1
4119,1,1
4120,1,1
4121,1,1
4122,1,1
4123,1,1
4124,1,1
4125,1,1
4126,1,0
4127,1,1
4128,1,0
4129,1,1
4130,1,1
4131,1,0
4132,1,1
